_id,placeId,stationName,address,bussinessStatus,location,openingHours,rating,totalUserRating,__v
{'$oid': '66a7fdd93b8d011045b593da'},ChIJ6anWODdnLTER3IDk9578zdA,VinFast Charging Station,"Khối Sơn Thủy, QL6, Tuần Giáo, Điện Biên 380000, Vietnam",OPERATIONAL,"{'lat': 21.5956819, 'lng': 103.4229403}",Open,0,0,0
{'$oid': '66a7fdda3b8d011045b593dd'},ChIJ_XfmCAA_LTERaJLiMT2Wuhg,VinFast Charging Station,"26 QL12, TT. Mường Chà, Mường Chà, Điện Biên, Vietnam",OPERATIONAL,"{'lat': 21.7555344, 'lng': 103.0896024}",Closed,0,0,0
{'$oid': '66a7fdda3b8d011045b593e0'},ChIJA3dRpaFlLTER4ZwwHUOMN7M,VinFast Charging Station,"Cửa hàng xăng dầu Petrolimex, Khu phố 20/7, TT. Tuần Giáo, Tuần Giáo, Điện Biên 380000, Vietnam",OPERATIONAL,"{'lat': 21.582941, 'lng': 103.414955}",Open,0,0,0
{'$oid': '66a7fdda3b8d011045b593e3'},ChIJexaNfbk1LTERfd33QuKwd_8,VinFast Charging Station,"Nhà khách Trúc An, QL12, Bản Hốc, Tx. Mường Lay, Điện Biên 380000, Vietnam",OPERATIONAL,"{'lat': 22.0374839, 'lng': 103.1612517}",Open,0,0,0
{'$oid': '66a7fddb3b8d011045b593e6'},ChIJwfeRrZlBzTYR90e94lDQF50,Electric Vehicle Charging Station,"025 Điện Biên Phủ, TT. Sa Pa, Sa Pa, Lào Cai 330000, Vietnam",OPERATIONAL,"{'lat': 22.3527587, 'lng': 103.8586286}",Open,5,8,0
{'$oid': '66a7fddb3b8d011045b593e9'},ChIJpU8Ze5QVzTYRAs9SOE4VaRY,VinFast Charging Station,"Đại lý ô tô VinFast Hoàng Hải, đại lộ, ĐL Trần Hưng Đạo, Tp. Lào Cai, Lào Cai 330000, Vietnam",OPERATIONAL,"{'lat': 22.4634044, 'lng': 103.9891863}",Open,0,0,0
{'$oid': '66a7fddb3b8d011045b593ec'},ChIJcWWOzvdPzTYRzyzK-nMAij0,VinFast Charging Station,"TTTM Hoàng Liên, QL32, tổ dân phố 15, Tân Uyên, Lai Châu 30000, Vietnam",OPERATIONAL,"{'lat': 22.172909, 'lng': 103.754509}",Open,0,0,0
{'$oid': '66a7fddc3b8d011045b593ef'},ChIJsS7ckQSh0jYRE3NZt8oC5K0,VinFast Charging Station,"Nhà Hàng Phương Thanh, Bãi đỗ xe, phố Nguyễn Cao, Tp. Lai Châu, Lai Châu 30000, Vietnam",OPERATIONAL,"{'lat': 22.397385, 'lng': 103.45887}",Open,0,0,0
{'$oid': '66a7fddc3b8d011045b593f2'},ChIJB_-_VgCh0jYRgbpEKM93WIU,VinFast Charging Station,"9FMR+V8J, Tam Đường, Thị xã Lai Châu, Lai Châu, Vietnam",OPERATIONAL,"{'lat': 22.3845613, 'lng': 103.4906177}",Closed,0,0,0
{'$oid': '66a7fddc3b8d011045b593f5'},ChIJBxvuU6Sh0jYRWh9xrJ91Qr4,VinFast Charging Station,"Công ty TNHH TM Châu Tuấn, số 1 Điện Biên Phủ, Đoàn Kết, Thị xã Lai Châu, Lai Châu 30000, Vietnam",OPERATIONAL,"{'lat': 22.391041, 'lng': 103.461784}",Open,4,1,0
{'$oid': '66a7fddd3b8d011045b593f8'},ChIJV9xefACV0jYRNjmfpSwT0JE,VinFast Charging Station,"F55W+XX7, QL12, Pa Tần, Sìn Hồ, Lai Châu, Vietnam",OPERATIONAL,"{'lat': 22.4599499, 'lng': 103.1972849}",Closed,0,0,0
{'$oid': '66a7fddd3b8d011045b593fb'},ChIJ08ewVgBdzTYRWrJmuh4T5ys,VinFast Charging Station,"8MG8+PQH, Sơn Bình, Tam Đường, Lai Châu, Vietnam",OPERATIONAL,"{'lat': 22.3269953, 'lng': 103.6669931}",Closed,0,0,0
{'$oid': '66a7fddd3b8d011045b593fe'},ChIJJQtBS6cVzTYRiT1I6e9dTVs,VinFast Charging Station,"Gần ngã tư, Phú Thịnh ĐL Trần Hưng Đạo, Bắc Cường, Lào Cai, Vietnam",OPERATIONAL,"{'lat': 22.4708935, 'lng': 103.9833024}",Open,0,0,0
{'$oid': '66a7fdde3b8d011045b59401'},ChIJV0eAHqITzTYRpvkONTIQsQw,Hekou Apt. Kuntie Yunxing Charging,"China, Yunnan, Honghe Hani and Yi Autonomous Prefecture, Hekou Yao Autonomous County, 河口国际公寓旁",OPERATIONAL,"{'lat': 22.50694, 'lng': 103.9668}",Closed,0,0,0
{'$oid': '66a7fde43b8d011045b59417'},ChIJB71tTk8JKzERcml72mXLbPM,Nanla River Delight Camp Charging,"China, Yunnan, Xishuangbanna Dai Autonomous Prefecture, Mengla County, 南腊河野趣营地 邮政编码: 666301",OPERATIONAL,"{'lat': 21.53449, 'lng': 101.59912}",Closed,0,0,0
{'$oid': '66a7fdf13b8d011045b59441'},ChIJwVHnBgBvMjERMlhC1ZHN_jM,VinFast Charging Station,"2PRW+6MP, QL4G, Nà Nghựu, Sông Mã, Sơn La, Vietnam",OPERATIONAL,"{'lat': 21.0404945, 'lng': 103.7469252}",Closed,0,0,0
{'$oid': '66a7fe083b8d011045b5947f'},ChIJM84MQgah0jYRanXSRt2siAU,VinFast Charging Station,"Phạm Văn Đồng, Tân Phong, Thị xã Lai Châu, Lai Châu, Vietnam",OPERATIONAL,"{'lat': 22.390068, 'lng': 103.477287}",Closed,0,0,0
{'$oid': '66a7fe0e3b8d011045b59492'},ChIJeeVAZQBLMzERxgXHbgUZQ8E,VinFast Charging Station,"VMFH+MW, An Thịnh, Văn Yên, Yên Bái, Vietnam",OPERATIONAL,"{'lat': 21.8741651, 'lng': 104.6797494}",Open,5,2,0
{'$oid': '66a7fe203b8d011045b594bb'},ChIJidaCLwAndTER978dJ_CbHto,VinFast Charging Station,"240 Đ. Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Vietnam",OPERATIONAL,"{'lat': 10.788094, 'lng': 106.7927002}",Closed,0,0,0
{'$oid': '66a7fe213b8d011045b594bf'},ChIJa73lXAAndTER6VQ7-DWlgdc,VinFast Charging Station,"713 Đỗ Xuân Hợp, Bình Trưng Đông, Quận 2, Hồ Chí Minh, Vietnam",OPERATIONAL,"{'lat': 10.792349, 'lng': 106.7820283}",Closed,4,1,0
{'$oid': '66a7fe293b8d011045b594cd'},ChIJy-YwvtPddDERP6kIGpKa9eY,Rửa Xe 268,"XV69+9MH, Đường 518, Tân Hiệp, Thành phố Biên Hòa, Đồng Nai, Vietnam",OPERATIONAL,"{'lat': 10.9609279, 'lng': 106.8692394}",Closed,4,1,0
{'$oid': '66a7fe2a3b8d011045b594d6'},ChIJ5yOGPADfdDERqGv8k4oSqf4,BYD Charging Station,"833 XL Hà Nội, Long Bình Tân, Thành phố Biên Hòa, Đồng Nai 710000, Vietnam",OPERATIONAL,"{'lat': 10.9052816, 'lng': 106.8496542}",Closed,0,0,0
{'$oid': '66a7fe2b3b8d011045b594da'},ChIJ5VbI-TPddDERGk4bnRju8j0,VinFast Charging Station,"Bãi xe Tầng Hầm BigC Tân Hiệp, số, 1135 Nguyễn Ái Quốc, Kp2, Thành phố Biên Hòa, Đồng Nai 810000, Vietnam",OPERATIONAL,"{'lat': 10.96635, 'lng': 106.854591}",Closed,5,3,0
{'$oid': '66a7fe463b8d011045b59513'},ChIJA6lxSQAhdTERO3gyK-NT-_0,VinFast Charging Station,"Long Bình, Thủ Đức, Ho Chi Minh City, Vietnam",OPERATIONAL,"{'lat': 10.8373766, 'lng': 106.8398604}",Closed,0,0,0
{'$oid': '66a7fe6b3b8d011045b59562'},ChIJdRA2I6ZlCjERrBXVJhvIfHM,VinFast Charging Station,"90 Điện Biên Phủ, Phường Mỹ Phú, TP. Cao Lãnh, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.4673557, 'lng': 105.6451692}",Closed,5,1,0
{'$oid': '66a7fe6d3b8d011045b5956d'},ChIJUT_W56SLCjERtxJQqF-Y-AM,Rửa Xe Nguyên,"GRCV+2QM, Trần Phú, TT. Mỹ An, Tháp Mười, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.520092, 'lng': 105.8444363}",Closed,0,0,0
{'$oid': '66a7fe743b8d011045b59577'},ChIJO532Mr1_CjERSPpstQzabyI,VinFast Charging Station,"7QR7+H6F, Phường 1, Sa Đéc, Đồng Tháp, Vietnam",OPERATIONAL,"{'lat': 10.2916486, 'lng': 105.7630135}",Closed,4,1,0
{'$oid': '66a7fe913b8d011045b595bf'},ChIJMRCUyPr1CjERMXkbBPYWhSo,Trạm Xăng Dầu Bến Xe Trường Xuân,"Trường Xuân, Tháp Mười District, Dong Thap, Vietnam",OPERATIONAL,"{'lat': 10.6537334, 'lng': 105.7931086}",Closed,0,0,0
{'$oid': '66a7febf3b8d011045b59626'},ChIJmY7tKwBDCTER2m-jZizszqs,Electric Vehicle Charging Station,"Cambodia, National Road No 3KH Kampong Speu Province Kong Pisei District 27kmLeak Village",OPERATIONAL,"{'lat': 11.4104491, 'lng': 104.7872724}",Closed,0,0,0
{'$oid': '66a7fed13b8d011045b59649'},ChIJM6heOe0fbDERgCn2lqRwPV4,Rửa Xe,"155 Tôn Thất Tùng, Phù Đổng, Thành phố Pleiku, Gia Lai 600000, Vietnam",OPERATIONAL,"{'lat': 13.9810537, 'lng': 108.0253406}",Closed,0,0,0
{'$oid': '66a7fed23b8d011045b5964c'},ChIJY9S90oofbDERuy1bQhUufwY,Rửa Xe 231,"231 Lê Duẩn, Phù Đổng, Thành phố Pleiku, Gia Lai 600000, Vietnam",OPERATIONAL,"{'lat': 13.9706349, 'lng': 108.0241131}",Closed,3,1,0
{'$oid': '66a7fed23b8d011045b59650'},ChIJsw-ZzvgdbDEREuwLZTY6dI8,PVOIL CHXD NGÔ SƠN,"Thôn, Ngô Sơn, Chư Păh, Gia Lai 61308, Vietnam",OPERATIONAL,"{'lat': 14.0854859, 'lng': 108.038882}",Closed,4.5,8,0
{'$oid': '66a7fed33b8d011045b59653'},ChIJUXJRWhsDbDER_415eGWN4cA,VinFast Charging Station,"5X84+GC4, Hoà Phú, Chư Păh, Gia Lai, Vietnam",OPERATIONAL,"{'lat': 14.1662647, 'lng': 107.956087}",Closed,5,1,0
{'$oid': '66a7fed33b8d011045b59657'},ChIJZZkQVlL-azERVVBKXlLskdA,Rửa Xe 08,"92F5+QXM, Trần Phú, Trường Chinh, Kon Tum, Vietnam",OPERATIONAL,"{'lat': 14.3744711, 'lng': 108.0099163}",Closed,0,0,0
{'$oid': '66a7fedd3b8d011045b5966f'},ChIJudKPSyl-bjER0sWEPPJxHDo,PVOIL CHXD CHƯ PƯH,"Quốc Lộ 14, Xã Ia Hrú, huyện Chư Pưh, tỉnh Gia Lai, Gia Lai, Vietnam",OPERATIONAL,"{'lat': 13.600574, 'lng': 108.102519}",Open,3.9,38,0
{'$oid': '66a7ff533b8d011045b59762'},ChIJPaalUr15zDYRhyV8kW-c4dA,Trạm đổi PIN XMĐ Vinfast,"Số 189 Nguyễn Trãi, P. Nguyễn Trãi, Hà Giang, 100000, Vietnam",OPERATIONAL,"{'lat': 22.8154116, 'lng': 104.981567}",Closed,4.7,3,0
{'$oid': '66a7ff533b8d011045b59767'},ChIJBY0xBQDxyzYRsH4iRmtPGTI,VinFast Charging Station,"TT. Yên Minh, Yên Minh District, Ha Giang, Vietnam",OPERATIONAL,"{'lat': 23.1253251, 'lng': 105.1310835}",Closed,5,2,0
{'$oid': '66a7ff543b8d011045b5976a'},ChIJfzn8SwCVzDYRVsRq_HrWcto,VinFast Charging Station,"CP68+WRX, QL279, Tân Trịnh, Quang Bình, Hà Giang, Vietnam",OPERATIONAL,"{'lat': 22.412475, 'lng': 104.7170253}",Closed,0,0,0
{'$oid': '66a7ff543b8d011045b5976f'},ChIJC7XbNgD5zDYRq9roAcZLQvw,VinFast Charging Station,"Cốc Pài, Xín Mần District, Ha Giang, Vietnam",OPERATIONAL,"{'lat': 22.6885247, 'lng': 104.4641544}",Closed,0,0,0
{'$oid': '66a7ff563b8d011045b5977c'},ChIJMcYWHaBbMzERCVKbvPp1pe8,VinFast Charging Station,"MVGH+6HW, CT05, Bả Hưng, Trấn Yên, Yên Bái, Vietnam",OPERATIONAL,"{'lat': 21.6758092, 'lng': 104.8785405}",Closed,4.4,20,0
{'$oid': '66a7ff843b8d011045b597dd'},ChIJ-0OXHkmZyzYR-q63Eu24cu4,PVOIL CHXD YÊN PHÚ,"X. Yên Phú - H.Bắc Mê - Hà Giang, Hà Giang, Vietnam",OPERATIONAL,"{'lat': 22.7338072, 'lng': 105.3577151}",Closed,3.5,17,0
{'$oid': '66a800315bb44d02d85dc481'},ChIJK_2Dds4RNDERkP1vl5Wfkb0,VinFast Charging Station,"TT. Mường Khến, Tân Lạc District, Hoa Binh, Vietnam",OPERATIONAL,"{'lat': 20.619919, 'lng': 105.274986}",Open,4,2,0
{'$oid': '66a800315bb44d02d85dc485'},ChIJpfN-p0sRNDERZMQTFazH95s,Petrolimex Gas Station Store No.105,"J7CG+8CJ, TT. Mường Khến, Tân Lạc, Hòa Bình, Vietnam",OPERATIONAL,"{'lat': 20.6208275, 'lng': 105.27603}",Open,0,0,0
{'$oid': '66a800335bb44d02d85dc48f'},ChIJjS8ypn-_NjERH2ohBVgPnMM,VinFast Charging Station,"CH xăng dầu TPOIL Thực Hằng, 10 Đ. Hồ Chí Minh, TT. Ngọc Lặc, Ngọc Lặc, Thanh Hoá 40000, Vietnam",OPERATIONAL,"{'lat': 20.0627742, 'lng': 105.3899978}",Open,0,0,0
{'$oid': '66a800465bb44d02d85dc4bc'},ChIJ0Rt3tEbDNjERH9voQMXZR90,Vinfast Charging Station,"TTTM Xanh Lam Sơn, thôn Làng May, Thọ Xương, Thọ Xuân, Thanh Hoá 40000, Vietnam",OPERATIONAL,"{'lat': 19.8943353, 'lng': 105.4008596}",Open,5,1,0
{'$oid': '66a8004d5bb44d02d85dc4c7'},ChIJBV9TJ-cnNDERJM2QjzAQIlU,Yên Thủy PV Oil Station,"Xã Lạc Thịnh - huyện Yên Thủy - tỉnh Hòa Bình, Hòa Bình, Vietnam",OPERATIONAL,"{'lat': 20.403114, 'lng': 105.587504}",Open,4.3,27,0
{'$oid': '66a800615bb44d02d85dc4f8'},ChIJM3q1pbJZNjER4itjJ3qOnkA,VinFast Charging Station,"VRC5+8V, Hoằng Quý, Hoằng Hoá, Thanh Hoá, Vietnam",OPERATIONAL,"{'lat': 19.8708255, 'lng': 105.8097994}",Open,0,0,0
{'$oid': '66a800625bb44d02d85dc4ff'},ChIJnySQniHxNjERg-OILNGP-8o,VinFast Charging Station,"Cửa hàng xăng dầu TPOIL Thực Hằng, số 2, Đông Hoàng, Đông Sơn, Thanh Hoá 40000, Vietnam",OPERATIONAL,"{'lat': 19.8343545, 'lng': 105.6532794}",Open,1,1,0
{'$oid': '66a800635bb44d02d85dc503'},ChIJzau8EVKRNjERaM352OsA39U,PVOIL CHXD CẨM NGỌC,"Làng Sành, Cam Thủy, Thanh Hoa 41000, Vietnam",OPERATIONAL,"{'lat': 20.154122, 'lng': 105.5137218}",Closed,5,2,0
{'$oid': '66a800635bb44d02d85dc506'},ChIJ_eiVFGdRNjERBDk-efIEWs0,VinFast Charging Station,"Nhà khách, số 2 Đ. Lê Lợi, P. Bắc Sơn, Sầm Sơn, Thanh Hoá 40000, Vietnam",OPERATIONAL,"{'lat': 19.7330336, 'lng': 105.8991678}",Open,4,3,0
{'$oid': '66a8007c5bb44d02d85dc531'},ChIJFySHu4FncDERTcvvuhhj28U,VinFast Charging Station,"44-46 Đ. Lê Thánh Tôn, Lộc Thọ, Nha Trang, Khánh Hòa 57000, Vietnam",OPERATIONAL,"{'lat': 12.242659, 'lng': 109.193436}",Open,0,0,0
{'$oid': '66a8007c5bb44d02d85dc534'},ChIJazn1io9ncDER0NqkgAj-U2o,Trạm đổi PIN XMĐ VinFast,"44-46 Đ. Lê Thánh Tôn, Lộc Thọ, Nha Trang, Khánh Hòa 100000, Vietnam",OPERATIONAL,"{'lat': 12.2431546, 'lng': 109.1933661}",Closed,0,0,0
{'$oid': '66a8007d5bb44d02d85dc537'},ChIJ402_Jr1dcDER2U-1w80EjyY,VinFast Charging Station,"Lô số 4 đường 19/5, Vĩnh Điềm Trung, Nha Trang, Khánh Hòa 57000, Vietnam",OPERATIONAL,"{'lat': 12.256192, 'lng': 109.169945}",Open,0,0,0
{'$oid': '66a8007d5bb44d02d85dc53a'},ChIJE_eQOfhdcDER4H2jR5_QZr8,Vinfast Charging Station,"Tổ 2, Vĩnh Điềm Trung, Nha Trang, Khánh Hòa 650000, Vietnam",OPERATIONAL,"{'lat': 12.2556129, 'lng': 109.1706145}",Closed,5,1,0
{'$oid': '66a8007d5bb44d02d85dc53d'},ChIJy1tYte1ncDERMh9OSRsZc0s,Electric Vehicle Charging Station,"26 Pasteur, Xương Huân, Nha Trang, Khánh Hòa 650000, Vietnam",OPERATIONAL,"{'lat': 12.2496766, 'lng': 109.194759}",Closed,0,0,0
{'$oid': '66a8007d5bb44d02d85dc540'},ChIJSzMqBQBdcDERRXF4P7FKG5I,VinFast Charging Station,"75MG+FQX, Đường Nguyễn Khuyến, Vĩnh Ngọc, Nha Trang, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.2835142, 'lng': 109.1772102}",Closed,5,1,0
{'$oid': '66a8007e5bb44d02d85dc543'},ChIJC2lFxzFhcDERBlKGUv4GNTM,VinFast Charging Station,"56X8+264, Vĩnh Trường, Nha Trang, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.1981086, 'lng': 109.2148407}",Closed,0,0,0
{'$oid': '66a8007e5bb44d02d85dc548'},ChIJW6dQ5_RdcDERHr8XEOUxjfA,Điện mặt trời Nha Trang - TH Sun,"762 Lê Hồng Phong, Phước Long, Nha Trang, Khánh Hòa 57124, Vietnam",OPERATIONAL,"{'lat': 12.2237752, 'lng': 109.1846137}",Closed,0,0,0
{'$oid': '66a8007f5bb44d02d85dc54e'},ChIJz8YDuHjtcDERJUDMF6WYDNE,VinFast Charging Station,"Hùng Vương, Cam Phúc Bắc, Cam Ranh, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 11.9177741, 'lng': 109.1507204}",Open,4,5,0
{'$oid': '66a800805bb44d02d85dc553'},ChIJp7JGAgCLcDERdHjvt_6Tr_U,VinFast Charging Station,"153 Nguyễn Tất Thành, Cam Hải Đông, Cam Lâm, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.0762644, 'lng': 109.1922599}",Closed,2,4,0
{'$oid': '66a800805bb44d02d85dc556'},ChIJ1ZV0gg9RcDER7GZu_ulvwwU,VinFast Charging Station,"7WC9+PQR, Khánh Vinh, Khánh Vĩnh, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.272746, 'lng': 108.9188714}",Closed,5,1,0
{'$oid': '66a800895bb44d02d85dc568'},ChIJGaa1CQDtcDERDu7m6iwKsrc,VinFast Charging Station,"125 Phan Đình Phùng, Cam Lộc, Cam Ranh, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 11.9180835, 'lng': 109.1503263}",Closed,0,0,0
{'$oid': '66a800935bb44d02d85dc584'},ChIJ1yQbmcPRcDERj0QJkl6w0pc,VinFast Charging Station,"HXQ8+7GQ, 21 Tháng 8, Phước Mỹ, Phan Rang-Tháp Chàm, Ninh Thuận, Vietnam",OPERATIONAL,"{'lat': 11.588217, 'lng': 108.9663605}",Closed,4.8,6,0
{'$oid': '66a800a55bb44d02d85dc5a6'},ChIJpSaKdgAJcTERSJRMBVNI9Wk,VinFast Charging Station,"3GPJ+QXP, ĐT723, Xã Đạ Nhim, Lạc Dương, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 12.0871087, 'lng': 108.5324729}",Open,0,0,0
{'$oid': '66a800a55bb44d02d85dc5a9'},ChIJf9pbNnQTcTERF5QT6tNEWEs,VinFast Charging Station,"35 Đường Trần Đại Nghĩa, Phường 8, Thành phố Đà Lạt, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.9716594, 'lng': 108.4516829}",Open,5,8,0
{'$oid': '66a800a65bb44d02d85dc5ae'},ChIJX2cfs2VBcTERKk547aJX51k,VinFast Charging Station,"QCRF+47H, QL20, Hiệp Thanh, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.7903002, 'lng': 108.423171}",Open,5,1,0
{'$oid': '66a800af5bb44d02d85dc5c7'},ChIJnWjhHQA5cDERrpqWlabgX8Q,VinFast Charging Station,"GXRX+4G9, Ninh Sim, Ninh Hòa, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.5402763, 'lng': 108.9988589}",Closed,0,0,0
{'$oid': '66a800b85bb44d02d85dc5d8'},ChIJn3_2WnM_cDER2rfk32M-lJU,Rửa Xe Tâm,"59 Nguyễn Trường Tộ, TT. Ninh Hòa, Ninh Hòa, Khánh Hòa, Vietnam",OPERATIONAL,"{'lat': 12.490743, 'lng': 109.1338943}",Closed,0,0,0
{'$oid': '66a800bd5bb44d02d85dc5e2'},ChIJu0arQoOzoDERYbEuqqVABoY,Rửa Xe 122,"122 Nguyễn Hùng Sơn, Thanh Vân, Rạch Giá, Kiên Giang, Vietnam",OPERATIONAL,"{'lat': 10.0100713, 'lng': 105.0841384}",Closed,0,0,0
{'$oid': '66a800bd5bb44d02d85dc5e6'},ChIJFz1eRBazoDERJmfLT4ixAy0,VinFast Charging Station,"Lối vào tầng hầm gửi xe Vincom Plaza Kiên Giang , KP 1, Cô Bắc, Rạch Giá, Kiên Giang 920000, Vietnam",OPERATIONAL,"{'lat': 10.0034727, 'lng': 105.0813266}",Closed,0,0,0
{'$oid': '66a800c05bb44d02d85dc5f7'},ChIJ_a6d7N6loDERX2qe23zcxlo,VinFast Charging Station,"118, Khu phố Đông Hưng, Tân Hịêp, Kiên Giang 920000, Vietnam",OPERATIONAL,"{'lat': 10.1093236, 'lng': 105.2774574}",Closed,0,0,0
{'$oid': '66a8014a5bb44d02d85dc720'},ChIJTdxRb4Kh0jYR3Qm-8AkiZTA,VinFast Charging Station,"Bưu cục cấp 1 TP. Lai Châu, vòng xuyến đại lộ, Lê Lợi, tổ 10, Tp. Lai Châu, Lai Châu 30000, Vietnam",OPERATIONAL,"{'lat': 22.385857, 'lng': 103.469406}",Closed,0,0,0
{'$oid': '66a8014b5bb44d02d85dc726'},ChIJz3-8mPQF0jYRWdTikMvtZ1g,Debao Chaoneng Charging Station,"China, Yunnan, Honghe Hani and Yi Autonomous Prefecture, Mengzi, 站停车场内 邮政编码: 661106",OPERATIONAL,"{'lat': 23.37515, 'lng': 103.42956}",Closed,0,0,0
{'$oid': '66a8014b5bb44d02d85dc72a'},ChIJ1egEcOESzTYROa6zKr8zwcU,Hekou Youlian Bus Co. Charging Stn.,"China, CN 云南省 红河哈尼族彝族自治州 河口瑶族自治县 县委附近 邮政编码: 661399",OPERATIONAL,"{'lat': 22.53491, 'lng': 103.94264}",Closed,0,0,0
{'$oid': '66a8019c5bb44d02d85dc7d2'},ChIJnYwKBdwSzTYRCVNyjU444vk,"Hongxing Nev Co.,Ltd. Charging Stn.","China, Yunnan, Honghe Hani and Yi Autonomous Prefecture, Hekou Yao Autonomous County, 洞坪二十三队路口",OPERATIONAL,"{'lat': 22.53866, 'lng': 103.93235}",Closed,0,0,0
{'$oid': '66a8019c5bb44d02d85dc7d6'},ChIJqYysvYQXzTYRcVaUj_k-Q2Y,Vinfast Charging Station,"C27H+5QW, Ngã tư Bình Minh, Bình Minh, Lào Cai, Vietnam",OPERATIONAL,"{'lat': 22.4131935, 'lng': 104.0290539}",Closed,0,0,0
{'$oid': '66a8019d5bb44d02d85dc7dc'},ChIJN3Ka0UwjzTYRi_J1iYKNcqw,VinFast Charging Station,"84W6+QJW, Thôn Giao Bình, Bảo Thắng, Lào Cai, Vietnam",OPERATIONAL,"{'lat': 22.3468056, 'lng': 104.1119951}",Closed,5,1,0
{'$oid': '66a8019d5bb44d02d85dc7df'},ChIJLyvGaHkjzTYRY_2dkniYBcY,VinFast Charging Station,"8468+V89, ĐT151, XuâGiao, Bảo Thắng, Lào Cai, Vietnam",OPERATIONAL,"{'lat': 22.3121177, 'lng': 104.1157433}",Closed,5,1,0
{'$oid': '66a8019e5bb44d02d85dc7e5'},ChIJpfnfRc8izTYRnisFxG7vKBo,PVOIL CHXD SPRING AFFAIR,"Xã Xuân Giao - huyện Bảo Thắng - tỉnh Lào Cai, Lào Cai, Vietnam",OPERATIONAL,"{'lat': 22.3468091, 'lng': 104.1118793}",Open,4.3,23,0
{'$oid': '66a801e65bb44d02d85dc887'},ChIJnxzJzjvpoDER5gLbFgpgAUY,PVOIL PETROMEKONG CHXD SỐ 9,"Trần Hưng Đạo, Khu vực 4, Hậu Giang, 95000, Vietnam",OPERATIONAL,"{'lat': 9.768337899999999, 'lng': 105.4443688}",Closed,5,2,0
{'$oid': '66a801ef5bb44d02d85dc89d'},ChIJ61cw9tFfoDERIvA7IEkB_nA,Trạm sạc Vinfast Ngã Bảy,"RRH6+79P, Tân Thành, Ngã Bảy, Hậu Giang, Vietnam",OPERATIONAL,"{'lat': 9.828143899999999, 'lng': 105.8112041}",Closed,5,3,0
{'$oid': '66a8020c5bb44d02d85dc8dd'},ChIJsV-I6dbuoDERIn0p5Y87wsE,PVOIL SÀI GÒN CHXD 07,"180 QL61, Ấp 7, Vị Thuỷ, Hậu Giang 912200, Vietnam",OPERATIONAL,"{'lat': 9.7680589, 'lng': 105.5080874}",Closed,3.8,24,0
{'$oid': '66a8024ae8d59ebe08408c38'},ChIJC8b0KwxPtTYRasZsnwHtoX0,VinFast Charging Station,"Tầng trệt, TTTM Đồng Tiến, Lê Lợi, Thành phố Lạng Sơn, Lạng Sơn, Vietnam",OPERATIONAL,"{'lat': 21.853682, 'lng': 106.764275}",Closed,0,0,0
{'$oid': '66a8024be8d59ebe08408c40'},ChIJeTTUOBVDtTYRtM7MvwyQHpA,China-Asean FTZ Han Watt Charging,"3P3X+6F8, CN 广西壮族自治区 崇左市 凭祥市 中国-东盟自由贸易区, 物流园, Pingxiang, China, 532602",OPERATIONAL,"{'lat': 22.05305, 'lng': 106.7487}",Closed,0,0,0
{'$oid': '66a80296e8d59ebe08408ce7'},ChIJB0WGZABBcTERMjo42Mjd_GQ,VinFast Charging Station,"12 Nguyễn Biểu, Liên Nghĩa, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.7365119, 'lng': 108.3685468}",Open,5,2,0
{'$oid': '66a80297e8d59ebe08408ceb'},ChIJQYDpz1hHcTERxrsl4PLjFuM,Electric Vehicle Charging Station,"P9M8+757, Trần Phú, Liên Nghĩa, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.733164, 'lng': 108.3654132}",Closed,0,0,0
{'$oid': '66a80297e8d59ebe08408cee'},ChIJeY_oBtdGcTERLTWUu1rewRs,Rửa Xe 309,"309 Thống Nhất, Liên Nghĩa, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.7260628, 'lng': 108.3769662}",Closed,3,1,0
{'$oid': '66a80298e8d59ebe08408cf2'},ChIJ79D3aWJFcTERyhp9GZdWHXo,VinFast Charging Station,"M887+8RR, Phú Hội, Đức Trọng, Lâm Đồng, Vietnam",OPERATIONAL,"{'lat': 11.6656756, 'lng': 108.3145593}",Closed,4.8,4,0
